screen_name,userId,lessonTitle,factId,answer,reactionTime,sessionTime,activation,alpha,BLC,prior_knowledge
user66,83666,Asian Flags,337304,Saudi Arabia,1.912,323268,-0.437208991,0.2859375,-0.431782416,no
user66,83666,Asian Flags,337299,India,1.716,326326,-0.339394875,0.2765625,-0.005982072,no
user66,83666,Asian Flags,337310,Vietnam,1.48,419547,-0.546099337,0.56484375,-2.146983361,no
user66,83666,Asian Flags,337301,Maldives,1.036,424708,-0.616735486,0.3875,-0.364643114,no
user66,83666,Asian Flags,337307,Sri Lanka,1.082,427937,-0.577049121,0.409375,-0.555607767,no
user66,83666,Asian Flags,337297,China,0.935,430202,0.09691056,0.19921875,-0.900567771,yes
user66,83666,Asian Flags,337303,Philippines,1.342,434696,-0.032604931,0.3046875,-0.151002874,no
user66,83666,Asian Flags,337298,Hong Kong,1.585,438753,-0.440455948,0.3234375,0.158995731,no
user66,83666,Asian Flags,337306,South Korea,1.132,442465,0.135146413,0.19921875,-0.00796817,yes
user66,83666,Asian Flags,337308,Taiwan,1.319,462477,-0.200968108,0.43359375,-0.070458464,no
user66,83666,Asian Flags,337309,Thailand,0.975,466589,0.14109397,0.33515625,-0.75612198,no
user66,83666,Asian Flags,337296,Bangladesh,1.47,472410,-0.208890039,0.32890625,-0.907048151,no
user66,83666,Asian Flags,337305,Singapore,1.093,476390,-0.231645145,0.5,-0.887891257,no
user66,83666,Asian Flags,337302,Nepal,1.182,479212,0.154944555,0.22421875,0.108699417,no
user66,83666,Caribbean Flags,337636,St Lucia,1.764,209355,-0.662501941,0.3984375,-0.574926549,no
user66,83666,Caribbean Flags,337625,Bahamas,1.659,234394,-0.67004903,0.3984375,-0.211880359,no
user66,83666,Caribbean Flags,337629,Dominica,1.261,239203,-0.480963255,0.3484375,-0.018821754,no
user66,83666,Caribbean Flags,337628,Cuba,1.083,266871,-0.677552753,0.3984375,-0.066723632,no
user66,83666,Caribbean Flags,337637,Trinidad,1.242,325804,-0.044403564,0.24921875,-0.069526063,no
user66,83666,Caribbean Flags,337626,Barbados,1.265,388119,-0.307296013,0.29921875,-0.673454547,no
user66,83666,Caribbean Flags,337631,Haiti,1.194,391098,-0.320011847,0.2984375,0.49265832,no
user66,83666,Caribbean Flags,337624,Aruba,1.193,419099,-1.000309713,0.49765625,0.031490667,no
user66,83666,Caribbean Flags,337630,Grenada,1.732,433233,-0.403607608,0.28984375,-0.572108852,no
user66,83666,Caribbean Flags,337634,Montserrat,1.718,445817,-0.485715236,0.51171875,-0.098939948,no
user66,83666,Caribbean Flags,337632,Jamaica,1.081,457873,-0.066938127,0.19921875,-0.449162963,yes
user66,83666,Caribbean Flags,337633,Martinique,1.073,462538,-0.099285744,0.52265625,-0.021761492,no
user66,83666,Caribbean Flags,337623,Anguilla,1.32,466960,-0.371142622,0.4515625,-0.058268908,no
user66,83666,Caribbean Flags,337635,St Nevis,6.864,477532,-0.900435842,0.69921875,-0.134530893,no
user66,83666,Caribbean Flags,337627,Bonaire,1.899,481899,-0.467937316,0.546875,-1.219058442,no
user82,83726,Asian Flags,337309,Thailand,1.259,326467,-0.35773858,0.20078125,-1.592901944,no
user82,83726,Asian Flags,337307,Sri Lanka,1.176,342723,-0.350199979,0.20078125,-0.317726194,no
user82,83726,Asian Flags,337302,Nepal,1.129,361588,-0.329988691,0.20078125,-0.847154993,no
user82,83726,Asian Flags,337299,India,1.017,405652,-0.277895147,0.20078125,-1.628455918,no
user82,83726,Asian Flags,337308,Taiwan,4.792,413146,-0.777681568,0.37421875,-1.25902901,no
user82,83726,Asian Flags,337305,Singapore,3.544,435686,-0.546331434,0.301171875,-0.050693114,no
user82,83726,Asian Flags,337303,Philippines,1.452,439551,-0.148196667,0.201171875,-0.601579987,no
user82,83726,Asian Flags,337301,Maldives,3.817,446063,-0.366048293,0.37734375,-1.031046969,no
user82,83726,Asian Flags,337310,Vietnam,0.992,452218,-0.209792784,0.226171875,-0.722705983,no
user82,83726,Asian Flags,337298,Hong Kong,1.653,458910,-0.24268995,0.225390625,-1.471094963,no
user82,83726,Asian Flags,337296,Bangladesh,1.816,463712,-0.417012595,0.3265625,-0.489806257,no
user82,83726,Asian Flags,337304,Saudi Arabia,0.954,469622,-0.075857272,0.201171875,-0.650761464,no
user82,83726,Asian Flags,337306,South Korea,1.199,475441,0.009925404,0.151171875,-1.1141575,yes
user82,83726,Asian Flags,337300,Japan,1.052,478437,0.004624634,0.163671875,-1.16064768,yes
user82,83726,Asian Flags,337297,China,1.048,482802,0.048748523,0.151171875,-1.544792719,no
user82,83726,Caribbean Flags,337628,Cuba,1.291,385765,-0.528034758,0.250390625,-1.170312603,no
user82,83726,Caribbean Flags,337633,Martinique,1.084,396709,-0.790182274,0.385546875,-0.321358599,no
user82,83726,Caribbean Flags,337626,Barbados,1.182,400331,-0.575006276,0.250390625,-0.569848964,no
user82,83726,Caribbean Flags,337629,Dominica,1.199,404258,-0.521588594,0.336328125,1.298283484,no
user82,83726,Caribbean Flags,337634,Montserrat,1.728,428590,-0.550418764,0.250390625,-1.006131436,no
user82,83726,Caribbean Flags,337632,Jamaica,1.111,432356,-0.501045617,0.250390625,-1.10856262,no
user82,83726,Caribbean Flags,337625,Bahamas,3.516,438468,-0.731278862,0.25078125,-0.782987885,no
user82,83726,Caribbean Flags,337635,St Nevis,2.918,455101,-0.87171418,0.398828125,-0.335757696,no
user82,83726,Caribbean Flags,337636,St Lucia,1.511,458565,-0.578898404,0.310546875,-0.288181947,no
user82,83726,Caribbean Flags,337630,Grenada,1.808,463113,-0.411531142,0.353125,-1.695248569,no
user82,83726,Caribbean Flags,337624,Aruba,1.38,465932,-0.319417261,0.3,-0.335042644,no
user82,83726,Caribbean Flags,337627,Bonaire,2.818,470986,-0.520287888,0.25078125,-1.100277568,no
user82,83726,Caribbean Flags,337623,Anguilla,1.724,474610,-0.274676099,0.30625,-0.653886467,no
user82,83726,Caribbean Flags,337637,Trinidad,1.681,478700,-0.275402401,0.20078125,-0.629141851,no
user82,83726,Caribbean Flags,337631,Haiti,1.657,483941,-0.432154436,0.283984375,-1.770876258,no
